Database
Name,Version,Author,Description,Emphasis1,Emphasis2,Emphasis3,Emphasis4
TRACHI,1,nory,,#ffffffff ---,#ff0000ff ---,#00ff00ff ---,#0000ffff ---
Global User Script

Conversations
ID,Title,Pictures,Description,Actor,Conversant,Overrides
Daphne_ATOPIA_ExcommunicAtion_3,30,3,10,10,,,[S]Did you just die?,False,Block,Normal,,,,[],,,[],,{{omit}},b114df1a-51b9-44d4-bc7c-4e911959cc4e,,{{omit}},1526.098;797.5838
Ganymede_ATOPIA_ExcommunicAtion_4,30,4,9,9,,,[SC]Not really.,False,Block,Normal,,,,[],,,[],,{{omit}},1fdae34c-934d-4598-a189-f6220316e261,,{{omit}},7790.118;1615.53
Ganymede_ATOPIA_ExcommunicAtion_5,30,5,9,9,,,[S]Not really.,False,Block,Normal,,,,[],,,[],,{{omit}},669b2784-11ab-476f-bb1f-5e065c16379c,,{{omit}},7790.118;1664.637
Ganymede_ATOPIA_ExcommunicAtion_6,30,6,9,9,,,[RGC]Awesome!,False,Block,Normal,"makiGetFloat(""battlePhase"") == 2 and (Dialog[thisID].SimStatus == ""Untouched"")",,Rain(2);\nContinue()@Message(continue);,[],,,[],,,f6fadc3b-404b-44b3-a939-dd751db16ea6,,{{omit}},1524.995;749.2405
Daphne_ATOPIA_ExcommunicAtion_7,30,7,10,10,,,[R]What the hell was that?,False,Block,Normal,,,PanelPos(3);,[],,,[],,{{omit}},4a9d6555-6273-4549-bf84-252b8ddff20a,,{{omit}},1296;840
Ganymede_ATOPIA_ExcommunicAtion_8,30,8,9,9,,,[S]First one's on the house.,False,Block,Normal,,,,[],,,[],,{{omit}},4939b2e5-270b-42a0-b0c9-ba84537706a2,,{{omit}},7792.969;1486.488
Ganymede_ATOPIA_ExcommunicAtion_9,30,9,9,9,,,[S]First one's on the house.,False,Block,Normal,,,,[],,,[],,{{omit}},b31f5a8a-bd1f-41a1-aedb-bc731146d889,,{{omit}},7807.82;1421.003
Ganymede_ATOPIA_ExcommunicAtion_12,30,12,9,9,,,[pic=17]Already?,False,Block,Normal,,,,[],,,[],,{{omit}},6e420360-7080-4efd-bb18-39c293a94048,,{{omit}},7753.434;1343.441
Ganymede_ATOPIA_ExcommunicAtion_14,30,14,9,9,,,[pic=18]Amazing.,False,Block,Normal,,,,[],,,[],,{{omit}},18138d43-0f71-4765-b086-692fe90afedf,,{{omit}},7795.475;1548.566
Ganymede_ATOPIA_ExcommunicAtion_19,30,19,9,9,,,[SC]Felt like it.,False,Block,Normal,,,,[],,,[],,{{omit}},175e26cc-0da0-49b9-95cf-a685bf1f1ed1,,{{omit}},6653.963;1412.842
Ganymede_ATOPIA_ExcommunicAtion_22,30,22,9,9,,,,False,Block,Normal,,,,[],,,[],,{{omit}},45b902d1-8cb4-4dd5-9af9-21684b2fe4c3,,{{omit}},6794.84;1374.062
Daphne_ATOPIA_ExcommunicAtion_27,30,27,10,10,,,[S]Then I guess I'll have to kill you again.,False,Block,Normal,,,,[],,,[],,{{omit}},bd4adfc8-fb32-4f76-94cc-f2d7017bd0d2,,{{omit}},5822.333;2598.364
Ganymede_ATOPIA_ExcommunicAtion_28,30,28,9,9,,,[S]A lot.,False,Block,Normal,,,,[],,,[],,{{omit}},4e2e9d65-0d06-4361-95b3-0113850cfe53,,{{omit}},6871.318;1596.333
Ganymede_ATOPIA_ExcommunicAtion_29,30,29,9,9,,,[SC]Good.,False,Block,Normal,,,,[],,,[],,{{omit}},5ca15609-c245-45d8-86c3-4bb5fe3fd5c2,,{{omit}},6871.312;1662.148
Ganymede_ATOPIA_ExcommunicAtion_30,30,30,9,9,,,,False,Block,Normal,,,,[],,,[],,{{omit}},acb12f78-a0a5-496d-bc53-daa34cf36060,,{{omit}},6873.524;1468.928
Daphne_ATOPIA_ExcommunicAtion_31,30,31,10,9,,,What if you don't get back up?,False,Block,Normal,"makiGetFloat(""battlePhase"") == 3 and (Dialog[thisID].SimStatus == ""Untouched"")",,Rain(3);\nContinue()@Message(Continue);,[],,,[],,{{omit}},52ebe933-17e4-4e4c-beda-cde9dbb1a2d9,,{{omit}},1728;744
Ganymede_ATOPIA_ExcommunicAtion_38,30,38,9,9,,,[S]Let's make it count.,False,Block,Normal,,,,[],,,[],,{{omit}},d1873482-b8b5-4521-bf3b-a17f923d3cd7,,{{omit}},6872.843;1726.136
Daphne_ATOPIA_ExcommunicAtion_42,30,42,10,9,,,[SC]For better or worse.,False,Block,Normal,,,,[],,,[],,{{omit}},29bda4d3-cd54-42b7-8395-4391da1e6719,,{{omit}},1521.819;946.7216
Ganymede_ATOPIA_ExcommunicAtion_44,30,44,9,10,,,[NSC]I wouldn't worry about that.,False,Block,Normal,,,,[],,,[],,{{omit}},af051501-6507-47e7-b2f3-c9bd190fe9af,,{{omit}},1730.057;786.1796
Daphne_ATOPIA_ExcommunicAtion_45,30,45,10,9,,,[S]Why?,False,Block,Normal,,,,[],,,[],,{{omit}},65cab3c6-68a3-4c26-8b32-11e4dbd8adc5,,{{omit}},1731.338;832.7915
Ganymede_ATOPIA_ExcommunicAtion_46,30,46,9,10,,,[NS]The world is nothing without me.,False,Block,Normal,,,,[],,,[],,{{omit}},e89321df-6a7d-4c67-ae27-4082ea8187eb,,{{omit}},1726.641;879.4515
Ganymede_ATOPIA_ExcommunicAtion_47,30,47,9,10,,,[NGD]Look at you!,False,Block,Normal,"Dialog[thisID].SimStatus == ""Untouched"" and (makiGetFloat(""battlePhase"") == 1) and (Variable[""Identifier""] == ""playerDeath"")",,,[],,,[],,{{omit}},7a053578-bdd7-4ad5-90d7-5a7989a65b22,,{{omit}},1308;1188
Daphne_ATOPIA_ExcommunicAtion_48,30,48,10,9,,,[SC]You're delusional.,False,Block,Normal,,,,[],,,[],,{{omit}},bd6ffb3a-bfdc-4117-893e-8718dcf89839,,{{omit}},1725.912;932.7568
Ganymede_ATOPIA_ExcommunicAtion_49,30,49,9,10,,,"[NSC]I don't make the rules, Daph.",False,Block,Normal,,,,[],,,[],,{{omit}},f9cf38e8-d603-458b-b3b7-d6c77e0dc3a8,,{{omit}},1725.38;983.2461
Ganymede_ATOPIA_ExcommunicAtion_50,30,50,9,10,,,[NS]Are you starting to understand?,False,Block,Normal,"makiGetFloat(""battlePhase"") == 4 and (Dialog[thisID].SimStatus == ""Untouched"") and (Dialog[thisID].SimStatus == ""Untouched"")",,Rain(5);\nContinue()@Message(Continue);,[],,,[],,{{omit}},955451b1-0098-4a1b-8c95-69670ef48078,,{{omit}},1967.441;744.7074
Daphne_ATOPIA_ExcommunicAtion_52,30,52,10,9,,,[SC]Why don't you point it out for me?,False,Block,Normal,,,,[],,,[],,{{omit}},1a8868de-0211-4ef7-90fe-8f8ffc1be849,,{{omit}},1966.209;795.0013
Ganymede_ATOPIA_ExcommunicAtion_53,30,53,9,10,,,"[NSC]The meaning of life, Daph.",False,Block,Normal,,,,[],,,[],,{{omit}},1c9c8edd-4748-4981-930a-a8d2cfbf7bd5,,{{omit}},1968;840
Daphne_ATOPIA_ExcommunicAtion_54,30,54,10,9,,,[S]I don't deal in abstracts.,False,Block,Normal,,,,[],,,[],,{{omit}},bb232fdc-76f8-484b-b0e7-3f40a1aa71b7,,{{omit}},1968;888
Daphne_ATOPIA_ExcommunicAtion_60,30,60,10,10,,,[S]What. The. Fuck!,False,Block,Normal,"(Variable[""Identifier""] == ""icarus"") and (makiGetFloat(""battlePhase"") == 4) and (Dialog[thisID].SimStatus == ""Untouched"")",,required Rain(7);,[],,,[],,{{omit}},047f5643-e5fd-4f9f-b5c9-998a38df772e,,{{omit}},1971.233;1143.576
Icarus_ATOPIA_ExcommunicAtion_66,30,66,4,4,,,Daphne.,False,Block,Normal,,,,[],,,[],,{{omit}},7693c3ce-0746-42a9-b7d8-aa5fa17b7172,,{{omit}},1970.509;1286.138
Daphne_ATOPIA_ExcommunicAtion_67,30,67,10,10,,,[S]That's not the point!,False,Block,Normal,,,,[],,,[],,{{omit}},293ff7ed-19fc-4e45-8d69-7b4276f146e6,,{{omit}},6423.814;1840.954
Icarus_ATOPIA_ExcommunicAtion_68,30,68,4,9,,,[NC],False,Block,Normal,,,PanelPos(3);,[],,,[],,{{omit}},5aded003-cde4-426e-a62b-d3795de7edb9,,{{omit}},6427.398;1962.624
Ganymede_ATOPIA_ExcommunicAtion_69,30,69,9,9,,,,False,Block,Normal,"makiGetFloat(""enableConversation"") == 0",,Continue();,[],,,[],,,6520cdb0-b41b-42c5-97df-b778777d1165,,{{omit}},2758.249;432.2647
Icarus_ATOPIA_ExcommunicAtion_72,30,72,4,9,,,Because you',False,Block,Normal,,"Variable[""Ariadne""] = true",,[],,,[],,{{omit}},06d0f23a-4598-47e0-8a48-a2a9fc39e2f1,,{{omit}},6429.569;2014.145
Ganymede_ATOPIA_ExcommunicAtion_73,30,73,9,10,,,,False,Block,Normal,,,"required PanelPos(3);\nrequired PanelPos(3, listener);\nContinue();",[],,,[],,{{omit}},16407424-7ccf-4daf-b0a7-36b369c3f214,,{{omit}},3100.984;431.5013
Ariadne_ATOPIA_ExcommunicAtion_75,30,75,6,9,,,[NSC]You people.,False,Block,Normal,"Variable[""Identifier""] == ""ariadne"" and (Dialog[thisID].SimStatus == ""Untouched"")",,required Rain(9);\nrequired PanelPos(3);,[],,,[],,{{omit}},93831904-3291-4402-b39f-2d1ca240908a,,{{omit}},2214.241;750.1057
Ganymede_ATOPIA_ExcommunicAtion_78,30,78,9,9,,,,False,Block,Normal,,,Continue()@1;,[],,,[],,{{omit}},fe02ed76-1b9a-4348-996d-efdf64485acf,,{{omit}},6426.637;1912.835
Ganymede_ATOPIA_ExcommunicAtion_80,30,80,9,10,,,"[NGD]Much better, actually!",False,Block,Normal,,,,[],,,[],,{{omit}},62801c5d-1363-4425-8145-563c9874850b,,{{omit}},1524;996
Ariadne_ATOPIA_ExcommunicAtion_83,30,83,6,9,,,[NS]Have no decency.,False,Block,Normal,,,,[],,,[],,{{omit}},d471fa03-a109-4ea7-9ead-0ea70198fdd3,,{{omit}},2212.415;811.7867
Icarus_ATOPIA_ExcommunicAtion_84,30,84,4,9,,,"[NC]Sorry, Daph.",False,Block,Normal,,,PanelPos(0);,[],,,[],,{{omit}},ca2e0c08-6b5b-419c-bab3-5c6c1be7eea3,,{{omit}},7790.014;1288.122
Icarus_ATOPIA_ExcommunicAtion_85,30,85,4,9,,,[S]Ari?!,False,Block,Normal,,,PanelPos(0);,[],,,[],,{{omit}},bfd694ae-4609-483e-be5c-2ffd48ee4591,,{{omit}},2211.046;860.3641
Ariadne_ATOPIA_ExcommunicAtion_86,30,86,6,9,,,[NSC]I know a devil when I see one.,False,Block,Normal,,,,[],,,[],,{{omit}},192113e2-91b6-4a7b-8593-29b17745393a,,{{omit}},2211.782;907.847
Ariadne_ATOPIA_ExcommunicAtion_88,30,88,6,9,,,[NS]No offense.,False,Block,Normal,,,,[],,,[],,{{omit}},1daa8c83-df90-471c-b10e-1a250d2642ca,,{{omit}},2212.415;957.2799
Ganymede_ATOPIA_ExcommunicAtion_89,30,89,9,9,,,[NSC]I'll take it as a compliment.,False,Block,Normal,,,,[],,,[],,{{omit}},281d11aa-cdcd-4882-9615-db134372dea9,,{{omit}},2213.324;1004.345
Ariadne_ATOPIA_ExcommunicAtion_90,30,90,6,9,,,"[RC]But you, Niky...",False,Block,Normal,,,,[],,,[],,{{omit}},08bab9e2-952c-4ebb-b194-0b710feeaa64,,{{omit}},2213.619;1051.614
Ariadne_ATOPIA_ExcommunicAtion_91,30,91,6,9,,,[S]You ought to be better than that!,False,Block,Normal,,,,[],,,[],,{{omit}},a72ef2d7-0922-4548-b526-90a02d6c8985,,{{omit}},2213.619;1099.888
Icarus_ATOPIA_ExcommunicAtion_92,30,92,4,9,,,[S]Now hold on a minute!,False,Block,Normal,,,,[],,,[],,{{omit}},f5ce3364-6f12-4de1-8c61-98bdce4c9fae,,{{omit}},2213.555;1147.532
Icarus_ATOPIA_ExcommunicAtion_93,30,93,4,9,,,[SC]Do you remember who she is?,False,Block,Normal,,,,[],,,[],,{{omit}},ce791094-0648-4cdc-bb1c-824e92594a10,,{{omit}},2212.948;1195.419
Ariadne_ATOPIA_ExcommunicAtion_94,30,94,6,9,,,"[RC]It's tragedy, isn't it?",False,Block,Normal,,,,[],,,[],,{{omit}},a2e8be11-f7e8-40b0-ad4b-b097745df8d1,,{{omit}},2212.699;1247.761
Icarus_ATOPIA_ExcommunicAtion_99,30,99,4,9,,,"[S]She's a monster, Ari!",False,Block,Normal,,,,[],,,[],,{{omit}},549e3360-1a19-4d22-9a1d-4af15f7c331b,,{{omit}},2211.831;1296.643
Ariadne_ATOPIA_ExcommunicAtion_101,30,101,6,9,,,[S]Do you want to be a monster too?,False,Block,Normal,,,,[],,,[],,{{omit}},e000dcb4-ce4c-46ad-9d84-31f5a9992f23,,{{omit}},2209.834;1352.113
Icarus_ATOPIA_ExcommunicAtion_103,30,103,4,9,,,[SC]If that's what you think of me.,False,Block,Normal,,,,[],,,[],,{{omit}},890b48e2-c5de-476b-b47e-8819de2495dd,,{{omit}},2210.203;1404.283
Icarus_ATOPIA_ExcommunicAtion_104,30,104,4,6,,,[S]Then there's nothing left to say.,False,Block,Normal,,,,[],,,[],,{{omit}},e8265f5e-4350-45d5-bef3-5dd84b515201,,{{omit}},2208;1548
Ariadne_ATOPIA_ExcommunicAtion_108,30,108,6,9,,,[RW]Niky!,False,Block,Normal,"Variable[""Identifier""] == ""deadge"" and (Dialog[thisID].SimStatus == ""Untouched"")",,required Rain(12);\nContinue()@Message(Continue);,[],,,[],,{{omit}},64f89773-8368-4d92-ac91-38beeb916cf3,,{{omit}},2436.364;740.3564
Ariadne_ATOPIA_ExcommunicAtion_109,30,109,6,9,,,[R]Are you okay?,False,Block,Normal,,,,[],,,[],,{{omit}},ff4e93c2-cb8d-4de0-906f-f8a558a4d3e0,,{{omit}},2437.204;797.6378
Icarus_ATOPIA_ExcommunicAtion_110,30,110,4,9,,,[SC]Ari...,False,Block,Normal,,,PanelPos(0);,[],,,[],,{{omit}},5e7eccb1-c18e-4ed7-b48a-951dac608cb8,,{{omit}},2436;840
Ariadne_ATOPIA_ExcommunicAtion_111,30,111,6,9,,,[S]Hush!,False,Block,Normal,,,,[],,,[],,{{omit}},ad89b34a-81ff-45b8-b522-9450d8003199,,{{omit}},2437.321;894.3501
Icarus_ATOPIA_ExcommunicAtion_112,30,112,4,9,,,[NC]Yeah.,False,Block,Normal,,,,[],,,[],,{{omit}},6cacebe3-610c-4351-aaef-0d9c55c64355,,{{omit}},2437.204;987.1371
Ariadne_ATOPIA_ExcommunicAtion_113,30,113,6,9,,,[R]Don't move.,False,Block,Normal,,,,[],,,[],,{{omit}},5bf80bf2-6bf7-4d1f-a382-9e9af66c38f9,,{{omit}},2437.204;940.8916
Icarus_ATOPIA_ExcommunicAtion_115,30,115,4,9,,,"You won't have to worry about that, anymore.",False,Block,Normal,,,,[],,,[],,{{omit}},6d09aea4-f516-44b3-a9c9-89e9ef63572e,,{{omit}},2436;1032
Ariadne_ATOPIA_ExcommunicAtion_117,30,117,6,9,,,[S]Don't say that!,False,Block,Normal,,,,[],,,[],,{{omit}},efcd5778-8230-4f8d-a241-483ab5a953a6,,{{omit}},2436.219;1082.892
Icarus_ATOPIA_ExcommunicAtion_118,30,118,4,9,,,Listen.,False,Block,Normal,,,,[],,,[],,{{omit}},de883326-48ce-4f49-8064-fd225777e34f,,{{omit}},2436.474;1134.913
Icarus_ATOPIA_ExcommunicAtion_119,30,119,4,9,,,[NC]It's time to let go.,False,Block,Normal,,,,[],,,[],,{{omit}},40feeaee-90fe-4e9e-ba81-9b89f5f84cbb,,{{omit}},2436.964;1183.386
Ariadne_ATOPIA_ExcommunicAtion_120,30,120,6,9,,,[RC]No!,False,Block,Normal,,,,[],,,[],,{{omit}},074b9db5-e162-4d33-8da1-23c17be900e4,,{{omit}},2438.547;1232.986
Ariadne_ATOPIA_ExcommunicAtion_123,30,123,6,9,,,[pic=10]I do.,False,Block,Normal,,,,[],,,[],,{{omit}},b2c286fb-ddd3-4ee8-898b-4bbb2d8f5198,,{{omit}},6870.925;1863.507
Icarus_ATOPIA_ExcommunicAtion_124,30,124,4,9,,,[NC]Don't you dare.,False,Block,Normal,,,,[],,,[],,{{omit}},107ad00c-14ba-42e1-b2a5-8a3255564065,,{{omit}},6862.805;1802.083
Ariadne_ATOPIA_ExcommunicAtion_125,30,125,6,9,,,[R]He's not coming back?,False,Block,Normal,,,,[],,,[],,{{omit}},0bed00b3-58e2-484d-9409-1f60b0f3f0aa,,{{omit}},2436;1512
Ganymede_ATOPIA_ExcommunicAtion_127,30,127,9,9,,,[NC]Evidently.,False,Block,Normal,,,,[],,,[],,{{omit}},7397eb7b-14bc-405c-b115-b4f923e3a2ad,,{{omit}},2436;1560
Ariadne_ATOPIA_ExcommunicAtion_128,30,128,6,9,,,[R]Why?,False,Block,Normal,,,,[],,,[],,{{omit}},958f0973-cdcc-4811-a550-7993de1fdbb2,,{{omit}},2436;1608
Ganymede_ATOPIA_ExcommunicAtion_130,30,130,9,9,,,[NP]I guess I'm not as clever as I thought.,False,Block,Normal,,,,[],,,[],,{{omit}},8ab7ac74-de67-4496-a53d-78865d1dc0b7,,{{omit}},2436;1704
Icarus_ATOPIA_ExcommunicAtion_134,30,134,4,9,,,[SPC]Believe me...,False,Block,Normal,,,,[],,,[],,{{omit}},ffcea3b1-5e56-453b-871c-130615add1f9,,{{omit}},2436;1320
Icarus_ATOPIA_ExcommunicAtion_136,30,136,4,9,,,[NS]Almost... as if...,False,Block,Normal,,,,[],,,[],,{{omit}},6238f927-6eb4-4b6c-a684-99ae656691aa,,{{omit}},6816;816
Icarus_ATOPIA_ExcommunicAtion_137,30,137,4,9,,,[NSC]Things were up to us.,False,Block,Normal,,,,[],,,[],,{{omit}},ce2a3b12-3446-4fc6-aaf1-a8f4c5894091,,{{omit}},6804;852
Icarus_ATOPIA_ExcommunicAtion_138,30,138,4,9,,,[SC]Don't fight it Ari.,False,Block,Normal,,,,[],,,[],,{{omit}},cf08a566-5501-4113-83ce-d61dbb714dde,,{{omit}},2440.05;1277.102
Icarus_ATOPIA_ExcommunicAtion_139,30,139,4,9,,,,False,Block,Normal,,,"required AnimatorBool(Closed, true);\nContinue()@3;",[],,,[],,{{omit}},85ef1c75-766f-4f49-a7b2-3b78241125f4,,{{omit}},2436;1464
Ganymede_ATOPIA_ExcommunicAtion_140,30,140,9,9,,,,False,Block,Normal,,,Continue()@2;,[],,,[],,{{omit}},85f6ec8b-6a29-4292-a251-f8a433eb4280,,{{omit}},2436;1752
Ariadne_ATOPIA_ExcommunicAtion_141,30,141,6,9,,,"[S]You let him rest, okay?",False,Block,Normal,,,,[],,,[],,{{omit}},2e0767d0-58af-45aa-af73-01e54085068e,,{{omit}},2436;1800
Ganymede_ATOPIA_ExcommunicAtion_142,30,142,9,9,,,[NSC]Yeah.,False,Block,Normal,,,,[],,,[],,{{omit}},23ef3a9d-081d-4111-a870-d0b7324362f8,,{{omit}},2436;1848
Ariadne_ATOPIA_ExcommunicAtion_143,30,143,6,9,,,[NS]Daphne?,False,Block,Normal,,,,[],,,[],,{{omit}},0c43e1f3-6d2e-436c-9082-62ecacfea774,,{{omit}},2436;1896
Ariadne_ATOPIA_ExcommunicAtion_144,30,144,6,9,,,[NSC]Nevermind.,False,Block,Normal,,,,[],,,[],,{{omit}},bbb0b5ff-2529-44a6-9bec-4a6f9bcd7f86,,{{omit}},2436;2040
Daphne_ATOPIA_ExcommunicAtion_146,30,146,10,10,,,[SC]Ganymede.,False,Block,Normal,"makiGetFloat(""battlePhase"") == 5 and (Dialog[thisID].SimStatus == ""Untouched"")",,Rain(15);\nContinue()@Message(Continue);,[],,,[],,{{omit}},4109c313-4d93-42c1-8919-78d62a4f5d6b,,{{omit}},2664;744
Ganymede_ATOPIA_ExcommunicAtion_147,30,147,9,9,,,[NS]Yes?,False,Block,Normal,,,,[],,,[],,{{omit}},3ab15eb3-bf5f-4aeb-b20c-d099b8977634,,{{omit}},2664;792
Daphne_ATOPIA_ExcommunicAtion_148,30,148,10,10,,,[S]I'm done.,False,Block,Normal,,,,[],,,[],,{{omit}},b39a4f58-984e-4ff8-9240-714ff9cdf896,,{{omit}},2664;840
Ganymede_ATOPIA_ExcommunicAtion_149,30,149,9,9,,,To tell me what the fuck's going on.,False,Block,Normal,,,,[],,,[],,{{omit}},2eb94650-45ab-410f-9b95-c4af65170e36,,{{omit}},7794.036;1802.6
Ganymede_ATOPIA_ExcommunicAtion_150,30,150,9,9,,,[NSC]Yeah?,False,Block,Normal,,,,[],,,[],,{{omit}},d530fed6-8f1b-49ae-b38c-fcbf777cbfa4,,{{omit}},7795.546;1733.165
Ganymede_ATOPIA_ExcommunicAtion_151,30,151,9,9,,,,False,Block,Normal,,,Continue()@1;,[],,,[],,{{omit}},14556237-9504-4cf5-b069-34889d53ea06,,{{omit}},7790.651;1861.161
Ganymede_ATOPIA_ExcommunicAtion_152,30,152,9,9,,,[NS]With me?,False,Block,Normal,,,,[],,,[],,{{omit}},951ec2ef-ed04-4969-b084-7bb86c8db463,,{{omit}},2664;888
Daphne_ATOPIA_ExcommunicAtion_154,30,154,10,9,,,[S]Your circus.,False,Block,Normal,,,,[],,,[],,{{omit}},6ba52a1c-c99f-4157-9d05-c8a1d47e5850,,{{omit}},2664;936
Ganymede_ATOPIA_ExcommunicAtion_158,30,158,9,9,,,[S]Right the fuck now.,False,Block,Normal,,,,[],,,[],,{{omit}},a5971048-6a3c-49f1-9591-be7a31238268,,{{omit}},7783.546;1940.614
Ganymede_ATOPIA_ExcommunicAtion_159,30,159,9,9,,,,False,Block,Normal,,,Continue()@2;,[],,,[],,{{omit}},641cbe4f-fbe9-4246-ae68-d10ae349d042,,{{omit}},2664;984
Ganymede_ATOPIA_ExcommunicAtion_160,30,160,9,10,,,[NSC]Alright.,False,Block,Normal,,,,[],,,[],,{{omit}},16bf1767-08bf-4ecc-b1fa-75a8eb401e97,,{{omit}},2664;1032
Ganymede_ATOPIA_ExcommunicAtion_162,30,162,9,10,,,[NS]One more for old-time's sake.,False,Block,Normal,,,,[],,,[],,{{omit}},59ee9217-c518-4107-9a56-66ed5e50181e,,{{omit}},2664;1128
Ganymede_ATOPIA_ExcommunicAtion_164,30,164,9,9,,,[NSC]And I'll tell you everything.,False,Block,Normal,,,,[],,,[],,{{omit}},97f6a936-6df0-4a95-a94f-587fdb22e3de,,{{omit}},2664;1176
Daphne_ATOPIA_ExcommunicAtion_165,30,165,10,10,,,[S]Swear it.,False,Block,Normal,,,,[],,,[],,{{omit}},6ccf1d10-1981-41c0-aaed-25dded4ce166,,{{omit}},6621.649;2085.893
Ganymede_ATOPIA_ExcommunicAtion_166,30,166,9,9,,,[pic=6]On all that's sacred.,False,Block,Normal,,,,[],,,[],,{{omit}},b2849aed-39cb-4e2b-9e22-202fd4222c65,,{{omit}},6621.448;2134.202
Daphne_ATOPIA_ExcommunicAtion_168,30,168,10,10,,,[S]Waiting on you.,False,Block,Normal,,,,[],,,[],,{{omit}},71c2a935-d2a0-4422-9ab3-43c8bc741a6b,,{{omit}},2880;888
Ganymede_ATOPIA_ExcommunicAtion_169,30,169,9,9,,,[NSC]Well.,False,Block,Normal,"makiGetFloat(""battlePhase"") == 6 and (Dialog[thisID].SimStatus == ""Untouched"")",,Rain(0);\nContinue()@Message(Continue);,[],,,[],,{{omit}},f3941b9e-ecca-4bc3-8685-bb21f0c98a79,,{{omit}},2880;744
Ganymede_ATOPIA_ExcommunicAtion_170,30,170,9,9,,,[NS]I guess you win.,False,Block,Normal,,,,[],,,[],,{{omit}},bde39593-81dc-4665-8137-d8231091b468,,{{omit}},2880;792
Daphne_ATOPIA_ExcommunicAtion_173,30,173,10,9,,,,False,Block,Normal,,,"GridMoveTarget(listener,, 0.3)->Message(r);\nRotateTo(listener)@Message(r)->Message(r2);\nRotateTo(speaker, listener)@Message(r2)->Message(d);\nDelay(0.5)@Message(d)->Message(c);\nContinue()@Message(c);",[],,,[],,{{omit}},da9c44ee-cda3-4b02-b7a9-10d508a03dcc,,{{omit}},2880;840
Ganymede_ATOPIA_ExcommunicAtion_175,30,175,9,9,,,,False,Block,Normal,,,Continue()@2;,[],,,[],,{{omit}},0803cdcc-a027-4e45-bbfe-99428c7b51c2,,{{omit}},2880;936
Ganymede_ATOPIA_ExcommunicAtion_177,30,177,9,9,,,"[NS]What day is it, Daph?",False,Block,Normal,,,,[],,,[],,{{omit}},66ec5f22-427c-48ea-ae88-04d99d701650,,{{omit}},2880;984
Daphne_ATOPIA_ExcommunicAtion_178,30,178,10,10,,,[S]August 28th?,False,Block,Normal,,,,[],,,[],,{{omit}},1e81bff4-0605-4fa2-b36e-62c8ffacd74e,,{{omit}},2880;1032
Ganymede_ATOPIA_ExcommunicAtion_181,30,181,9,9,,,[NS]Year?,False,Block,Normal,,,,[],,,[],,{{omit}},b17dd52a-d13c-4b0a-ac9d-9742e0a08e6d,,{{omit}},2880;1080
Daphne_ATOPIA_ExcommunicAtion_182,30,182,10,10,,,[S]1924.,False,Block,Normal,,,,[],,,[],,{{omit}},e648aa4b-ca99-45e5-8620-0a4e526858cc,,{{omit}},2880;1128
Ganymede_ATOPIA_ExcommunicAtion_183,30,183,9,9,,,[NGD]Off by one.,False,Block,Normal,,,,[],,,[],,{{omit}},31585f1c-b055-4d3f-80ae-abe426da68e3,,{{omit}},2880;1176
Ganymede_ATOPIA_ExcommunicAtion_185,30,185,9,9,,,[NSC]Is that why you wanted a fight?,False,Block,Normal,,,,[],,,[],,{{omit}},fa4f9a00-fab6-4e4c-8b40-b884cc9201d8,,{{omit}},7949.004;2743.771
Daphne_ATOPIA_ExcommunicAtion_186,30,186,10,10,,,[S]Bullshit!,False,Block,Normal,,,,[],,,[],,{{omit}},83adcd46-2c67-4ae4-9ebe-604e7678229b,,{{omit}},2880;1224
Ganymede_ATOPIA_ExcommunicAtion_187,30,187,9,10,,,"[NSC]Believe it or not, Daph.",False,Block,Normal,,,,[],,,[],,{{omit}},7f00ed27-fce2-42b2-b052-688231dd6f27,,{{omit}},2880;1272
Ganymede_ATOPIA_ExcommunicAtion_188,30,188,9,10,,,[NS]The RAIN doesn't lie.,False,Block,Normal,,,,[],,,[],,{{omit}},d9382e19-8519-468a-a85a-99c0e0a0c650,,{{omit}},2880;1320
Ganymede_ATOPIA_ExcommunicAtion_197,30,197,9,10,,,[NS]The same people that taught you!,False,Block,Normal,,,,[],,,[],,{{omit}},ef7c266b-31c5-4c92-b442-284479f12e19,,{{omit}},2880;1464
Ganymede_ATOPIA_ExcommunicAtion_204,30,204,9,9,,,[S]And everybody else?,False,Block,Normal,,,,[],,,[],,{{omit}},9a6509b5-ba3f-4b21-b2b3-610f9ed55f3b,,{{omit}},7129.386;1568.918
Ganymede_ATOPIA_ExcommunicAtion_205,30,205,9,9,,,,False,Block,Normal,,,Continue()@1;,[],,,[],,{{omit}},756153ed-379d-4265-bcf7-ddb5e1ea4b3a,,{{omit}},7121.529;1514.207
Daphne_ATOPIA_ExcommunicAtion_206,30,206,10,10,,,"[pic=11]If it isn't raining, anymore?",False,Block,Normal,,,,[],,,[],,{{omit}},65c6cbf9-667e-4dab-adec-2661f7d8ef3d,,{{omit}},7056;168
Ganymede_ATOPIA_ExcommunicAtion_207,30,207,9,9,,,,False,Block,Normal,,,Continue()@3;,[],,,[],,{{omit}},d12f3f32-1ff0-448e-8153-1ab37869ec30,,{{omit}},7056;228
Ganymede_ATOPIA_ExcommunicAtion_209,30,209,9,9,,,[NC]You said the rain brought you back to life?,False,Block,Normal,,,,[],,,[],,{{omit}},bd473384-55c1-48d0-b1dc-e592ef6e04f4,,{{omit}},7119.19;1684.199
