entrytag,ConvID,ID,Actor,Conversant,Title,MenuText,DialogueText,IsGroup,FalseConditionAction,ConditionPriority,Conditions,Script,Sequence,Pictures,Description,Parenthetical,Audio Files,Video File,Response Menu Sequence,Guid,ja,EventGuid,canvasRect
Ganymede_Ionia_Wenger_Sanatorium_West_W2_Therapy_103,13,103,9,9,,,,False,Block,Normal,,,"SendMessage(Close, , Subtitle Panel);\nContinue()@1;",[],,,[],,,4e5b81ad-c817-4fc9-bdc5-5f0b4cc33d09,,{{omit}},210;1820
Iosef_Andreos_Ionia_Wenger_Sanatorium_West_W2_Therapy_104,13,104,8,9,,,Do you remember any particular dreams?,False,Block,Normal,,,,[],,,[],,,13096c9d-d066-4519-8857-12a25685975e,,{{omit}},210;1870
Ganymede_Ionia_Wenger_Sanatorium_West_W2_Therapy_105,13,105,9,8,,,[NC]I don't think so.,False,Block,Normal,,,,[],,,[],,,ed1e2e4e-00cf-4e49-a21f-e185013b93af,,{{omit}},210;1920
Ganymede_Ionia_Wenger_Sanatorium_West_W2_Therapy_106,13,106,9,9,,,,False,Block,Normal,,,"SendMessage(Close, , Subtitle Panel);\nContinue()@2;",[],,,[],,,38490570-7cb2-4864-a9d3-d6dc052634b5,,{{omit}},210;1970
Iosef_Andreos_Ionia_Wenger_Sanatorium_West_W2_Therapy_107,13,107,8,9,,,Would you mind if I showed you something?,False,Block,Normal,,,,[],,,[],,,48ca2f42-8fc7-4499-8400-596feacac819,,{{omit}},210;2020
Ganymede_Ionia_Wenger_Sanatorium_West_W2_Therapy_108,13,108,9,8,,,[SC]I swear...,False,Block,Normal,,,,[],,,[],,,b147dee5-c87f-4045-975b-57abc7677577,,{{omit}},210;2070
Ganymede_Ionia_Wenger_Sanatorium_West_W2_Therapy_109,13,109,9,8,,,[S]This better not be about that ATOPIA stuff again-,False,Block,Normal,,,,[],,,[],,,b0a371be-b929-42d1-9fe2-4cc6a94cc881,,{{omit}},210;2120
Iosef_Andreos_Ionia_Wenger_Sanatorium_West_W2_Therapy_110,13,110,8,9,,,"This, right here.",False,Block,Normal,,,,[],,,[],,,ee115484-7b38-4d0b-ba97-243fd4357c8c,,{{omit}},210;2170
Iosef_Andreos_Ionia_Wenger_Sanatorium_West_W2_Therapy_111,13,111,8,9,,,,False,Block,Normal,,,"SendMessage(Close, , Subtitle Panel);\nAudio(Paper Scroll 6)@1;\nContinue()@4;",[],,,[],,,f8428a7b-0b75-4f91-aa6a-2bd1bb97d2f2,,{{omit}},210;2220
Iosef_Andreos_Ionia_Wenger_Sanatorium_West_W2_Therapy_112,13,112,8,8,,,Have you ever seen anything like it before?,False,Block,Normal,,,,[],,,[],,,d5482f76-f008-4626-9aa5-069ba844850a,,{{omit}},210;2270
Iosef_Andreos_Ionia_Wenger_Sanatorium_West_W2_Therapy_113,13,113,8,9,,,,False,Block,Normal,,,"SendMessage(Close, , Subtitle Panel);\nFade(stay, 1)@3->Message(load);\nrequired LoadLevel(Elysian)@Message(load);\nContinue()@Message(load);",[],,,[],,,58fbcb97-e931-4e6e-821d-81d0fcc6b5d1,,{{omit}},210;2320
Iosef_Andreos_Ionia_Wenger_Sanatorium_West_W2_Therapy_115,13,115,8,9,,,How did you react?,False,Block,Normal,,,,[],,,[],,,39f44453-46e4-43c2-ae2c-45fd139fdece,,{{omit}},30;1269.5
Ganymede_Ionia_Wenger_Sanatorium_West_W2_Therapy_116,13,116,9,8,,,,False,Block,Normal,"Variable[""Analysis""] == 2",,required Save(6);\nContinue()@0.1;,[],,,[],,,fa064388-ff2a-4a84-9b85-89e7860168cc,,{{omit}},259.5;75.5
Ganymede_Ionia_Wenger_Sanatorium_West_W2_Therapy_117,13,117,9,8,,,,False,Block,Normal,,,required Save(2);\nContinue()@0.1;,[],,,[],,{{omit}},9cbdf5ab-8b6c-4485-9201-876b1fc529d2,,{{omit}},1;74
Ganymede_Ionia_Wenger_Sanatorium_West_W2_Therapy_118,13,118,9,7,,,,False,Block,Normal,,"orkStart(""Transfer"", ""Player"");",,[],,,[],,{{omit}},586f1ebe-40c8-471d-b448-7aa694281472,,{{omit}},120;3219.5
Atlas_Ionia_Aion_Atlas_Atlantis_START,14,0,13,16,START,,,False,Block,Normal,,,None(),[],,,[],,,72cff929-8acc-4aeb-8dac-78f5d018043b,,{{omit}},45.2941;30.87185
Pandora_Ionia_Aion_Atlas_Atlantis_1,14,1,16,13,,,,False,Block,Normal,,"ChangeActorName(""Lorna"", ""Lorna"");",PanelPos(0);\nContinue()@2;,[],,,[],,,adb66138-4df7-4f3d-be28-713f1d017b80,,{{omit}},48.91953;83.0145
Pandora_Ionia_Aion_Atlas_Atlantis_3,14,3,16,13,,,,False,Block,Normal,,,"PanelPos(0)@0.1;\nrequired Destination(Waypoint, 180)@2->Message(turn);\nDelay(1)@Message(turn)->Message(continue);\nContinue()@Message(continue);",[],,,[],,,26f36001-0cd9-42e7-88bf-2a122e52b224,,{{omit}},43.9783;280.5882
Pandora_Ionia_Aion_Atlas_Atlantis_4,14,4,16,13,,,[R]Áron?,False,Block,Normal,,,,[],,,[],,,20323599-df52-46e2-95c9-db2b0656bb18,,{{omit}},43.97831;328.7539
Atlas_Ionia_Aion_Atlas_Atlantis_6,14,6,13,16,,,What's wrong?,False,Block,Normal,,,,[],,,[],,,f57c7a82-1c72-473c-b269-374a1cf07169,,{{omit}},45.2941;529.6014
Pandora_Ionia_Aion_Atlas_Atlantis_8,14,8,16,13,,,[NGD]I was about to ask you.,False,Block,Normal,,,,[],,,[],,,00343f0c-c8ad-46fc-a9c3-7d33f9d2bcd4,,{{omit}},45.2941;580.9172
Atlas_Ionia_Aion_Atlas_Atlantis_9,14,9,13,16,,,What do you mean?,False,Block,Normal,,,,[],,,[],,,24cead0d-7d09-4f1d-9868-fa3eaee0c447,,{{omit}},45.2941;631.7646
Pandora_Ionia_Aion_Atlas_Atlantis_10,14,10,16,13,,,[NC]You were doing the thing again.,False,Block,Normal,,,,[],,,[],,,b2f62226-1f75-4c09-a795-1b951ed4e059,,{{omit}},45.2941;680.8951
Atlas_Ionia_Aion_Atlas_Atlantis_11,14,11,13,16,,,Was I?,False,Block,Normal,,,,[],,,[],,,23d42762-8782-4d9d-8b4a-1dff88b6ece3,,{{omit}},45.2941;731.7646
Atlas_Ionia_Aion_Atlas_Atlantis_12,14,12,13,16,,,[NC]Sorry.,False,Block,Normal,,,,[],,,[],,,c499e116-2b7c-468a-845a-7bbcd71f29b5,,{{omit}},45.2941;780.9172
Pandora_Ionia_Aion_Atlas_Atlantis_13,14,13,16,13,,,[NSC]You don't need to apologise.,False,Block,Normal,,,,[],,,[],,,08d25a0e-a7a6-4ee5-b011-47f8a6956dc8,,{{omit}},43.59918;830.0476
Pandora_Ionia_Aion_Atlas_Atlantis_14,14,14,16,13,,,,False,Block,Normal,,,"required Music(Exponentiation, FadeIn, 1, false)@2;\nContinue()@3;",[],,,[],,,c6ba5161-c591-48d7-8f38-b303d734bb9f,,{{omit}},46.12054;880.1118
Pandora_Ionia_Aion_Atlas_Atlantis_15,14,15,16,13,,,[NC]It's just...,False,Block,Normal,,,,[],,,[],,,d6c492c4-bab9-4606-89e7-3b16d28f5279,,{{omit}},45.2941;931.7646
Pandora_Ionia_Aion_Atlas_Atlantis_16,14,16,16,13,,,A bit unsettling.,False,Block,Normal,,,,[],,,[],,,7c91ea44-2048-4fd6-837a-18269bb38c31,,{{omit}},45.2941;981.7646
Atlas_Ionia_Aion_Atlas_Atlantis_17,14,17,13,16,,,[NC]Sorry.,False,Block,Normal,,,,[],,,[],,,6a0e44a2-56c6-43c8-a409-972f94207307,,{{omit}},45.2941;1031.765
Pandora_Ionia_Aion_Atlas_Atlantis_18,14,18,16,13,,,"[NGD]Stop it already, you doofus!",False,Block,Normal,,,,[],,,[],,,31bee97e-e8d9-479f-add2-0aaf044f6e62,,{{omit}},45.2941;1081.765
Pandora_Ionia_Aion_Atlas_Atlantis_19,14,19,16,13,,,,False,Block,Normal,,,Continue()@1;,[],,,[],,,e7869139-b4cf-4393-a424-eae4f804501a,,{{omit}},42.42858;1132.994
Pandora_Ionia_Aion_Atlas_Atlantis_20,14,20,16,13,,,[NSC]I'm not mad or anything.,False,Block,Normal,,,,[],,,[],,,7862cde6-49a6-4ca2-b8c0-8e9f7fe2db3d,,{{omit}},263.9408;35.59909
Pandora_Ionia_Aion_Atlas_Atlantis_21,14,21,16,13,,,[NS]Just curious.,False,Block,Normal,,,,[],,,[],,,4f7a7b3e-5a5c-44f8-ba35-2f6c9a593111,,{{omit}},264.7282;85.59909
Atlas_Ionia_Aion_Atlas_Atlantis_22,14,22,13,16,,,About what?,False,Block,Normal,,,,[],,,[],,,c6cea229-9d18-4301-bb55-a3d3e5f73bd5,,{{omit}},263.9408;135.5991
Pandora_Ionia_Aion_Atlas_Atlantis_23,14,23,16,13,,,[NS]What it's like.,False,Block,Normal,,,,[],,,[],,,cfb25d3e-98c2-4a43-82ec-75709c53378b,,{{omit}},264.8103;185.5991
Pandora_Ionia_Aion_Atlas_Atlantis_24,14,24,16,13,,,,False,Block,Normal,,,Continue()@2;,[],,,[],,,63df064d-ce63-49f5-96f3-08dc898b8537,,{{omit}},263.9408;235.5988
Pandora_Ionia_Aion_Atlas_Atlantis_25,14,25,16,13,,,[NC]I shouldn't pry.,False,Block,Normal,,,,[],,,[],,,3ff265f3-b8b3-4011-9f24-8c4e068c811b,,{{omit}},263.9408;285.5987
Pandora_Ionia_Aion_Atlas_Atlantis_26,14,26,16,13,,,[NPC]Sorry.,False,Block,Normal,,,,[],,,[],,,c06746d0-efd3-4756-951f-9670b1793915,,{{omit}},262.1551;333.8363
Atlas_Ionia_Aion_Atlas_Atlantis_27,14,27,13,16,,,[NC]You don't need to apologise.,False,Block,Normal,,,,[],,,[],,,b619a022-769d-4b23-8158-0b992aae0398,,{{omit}},263.9408;385.5987
Pandora_Ionia_Aion_Atlas_Atlantis_28,14,28,16,13,,,[RC]Honestly.,False,Block,Normal,,,,[],,,[],,,121e10c2-a920-4789-8fc3-5f23d47274df,,{{omit}},263.9408;435.5987
Pandora_Ionia_Aion_Atlas_Atlantis_29,14,29,16,13,,,[NGD]Fuck you too!,False,Block,Normal,,,,[],,,[],,,b0e5c331-0416-41fb-aad2-3221e0ac3230,,{{omit}},263.9408;485.5986
Pandora_Ionia_Aion_Atlas_Atlantis_30,14,30,16,13,,,,False,Block,Normal,,,Continue()@3;,[],,,[],,,c38d7e24-b193-4841-b710-445ef572b1dc,,{{omit}},263.9408;535.5985
Atlas_Ionia_Aion_Atlas_Atlantis_31,14,31,13,16,,,[NC]Have you ever felt as if you weren't there?,False,Block,Normal,,,,[],,,[],,,d4f39bd0-65b3-4d4b-847f-c28dead64762,,{{omit}},263.9408;585.5985
Pandora_Ionia_Aion_Atlas_Atlantis_32,14,32,16,13,,,[NPC]Uhh...,False,Block,Normal,,,,[],,,[],,,a8a401da-c8a3-4fb4-88ae-621a8e5efc1b,,{{omit}},263.9408;633.9036
Pandora_Ionia_Aion_Atlas_Atlantis_33,14,33,16,13,,,[NP]What?,False,Block,Normal,,,,[],,,[],,,f6a580f9-33e2-4ae6-945b-2abff7ca8c08,,{{omit}},263.9408;685.5985
Atlas_Ionia_Aion_Atlas_Atlantis_34,14,34,13,16,,,That's how it feels.,False,Block,Normal,,,,[],,,[],,,7b544ec9-14b8-4180-87f4-f47df8686689,,{{omit}},263.9408;735.5985
Atlas_Ionia_Aion_Atlas_Atlantis_35,14,35,13,13,,,,False,Block,Normal,,,Continue()@2;,[],,,[],,,8b1fce8a-ae97-4f87-b9ce-dfa1cff5eaed,,{{omit}},265.7982;784.772
Pandora_Ionia_Aion_Atlas_Atlantis_36,14,36,16,13,,,[R]Do you want to be somewhere else?,False,Block,Normal,,,,[],,,[],,,21ad7b11-9ab3-442f-a8a4-c7e9a5ef4536,,{{omit}},263.9408;835.5985
Atlas_Ionia_Aion_Atlas_Atlantis_37,14,37,13,16,,,[NC]Not like it's up to me.,False,Block,Normal,,,,[],,,[],,,c40de8a2-9f40-4a83-987c-f351b541ded9,,{{omit}},263.9408;885.5985
Atlas_Ionia_Aion_Atlas_Atlantis_38,14,38,13,16,,,[NPC]Most of the time.,False,Block,Normal,,,,[],,,[],,,9cb17814-c405-45e7-80ee-cbff3bdb4318,,{{omit}},263.9408;932.8047
Atlas_Ionia_Aion_Atlas_Atlantis_39,14,39,13,16,,,[NP]It just happens.,False,Block,Normal,,,,[],,,[],,,56240add-b93b-4c16-a2d0-b6c4962c19a9,,{{omit}},265.0397;983.6522
Pandora_Ionia_Aion_Atlas_Atlantis_41,14,41,16,13,,,Where does it take you?,False,Block,Normal,,,,[],,,[],,,97432967-2181-4725-b5c3-3efe718eab6b,,{{omit}},470.7614;40.25313
Pandora_Ionia_Aion_Atlas_Atlantis_42,14,42,16,13,,,,False,Block,Normal,,,Continue()@2;,[],,,[],,,87a97ce2-e29d-4b88-b209-e2b29f0b9c5b,,{{omit}},471.451;90.94278
Atlas_Ionia_Aion_Atlas_Atlantis_43,14,43,13,16,,,Close your eyes.,False,Block,Normal,,,,[],,,[],,,91a6f011-5b43-4333-967f-20344b670a11,,{{omit}},470.7614;140.2531
Pandora_Ionia_Aion_Atlas_Atlantis_44,14,44,16,13,,,What?,False,Block,Normal,,,,[],,,[],,,ad89c85b-d3db-4001-949f-33e20927e618,,{{omit}},470.7614;190.2531
Atlas_Ionia_Aion_Atlas_Atlantis_45,14,45,13,16,,,[NC]Just do it.,False,Block,Normal,,,,[],,,[],,,d5fb5102-aa0b-43ec-94cd-432b6cf9db03,,{{omit}},470.7614;240.2533
Atlas_Ionia_Aion_Atlas_Atlantis_46,14,46,13,16,,,,False,Block,Normal,,,"required AnimatorBool(Closed, true, listener)@1;\nContinue()@2;",[],,,[],,,0bdecb40-4ab1-4264-a660-b4cb8bd23090,,{{omit}},470.7614;290.2532
Pandora_Ionia_Aion_Atlas_Atlantis_47,14,47,16,13,,,[NC]What now?,False,Block,Normal,,,,[],,,[],,,2c4b7a3f-9c27-4eaf-a224-34a29030253b,,{{omit}},470.7614;340.2531
Atlas_Ionia_Aion_Atlas_Atlantis_48,14,48,13,16,,,[NC]Are you there?,False,Block,Normal,,,,[],,,[],,,6432edf2-3faf-4c3a-9ee0-a2ef478c13db,,{{omit}},470.7614;390.2531
Pandora_Ionia_Aion_Atlas_Atlantis_50,14,50,16,13,,,[SC]Huh?,False,Block,Normal,,,,[],,,[],,,b29e02f2-6678-4e81-b3f3-5a3619b052e8,,{{omit}},470.7614;490.2533
Pandora_Ionia_Aion_Atlas_Atlantis_51,14,51,16,13,,,[SW]Are you losing it?,False,Block,Normal,,,"required AnimatorBool(Closed, false);\n{{default}};",[],,,[],,,2eb9d7fb-cdba-4bd9-97ad-e40b6747b50b,,{{omit}},470.7614;540.2533
Atlas_Ionia_Aion_Atlas_Atlantis_52,14,52,13,16,,,[NC]Eyes shut.,False,Block,Normal,,,,[],,,[],,,3aaf1d72-26df-479f-acaa-9acdabb451d6,,{{omit}},470.7614;590.2533
Atlas_Ionia_Aion_Atlas_Atlantis_53,14,53,13,16,,,Mouth closed.,False,Block,Normal,,,,[],,,[],,,cd4eee76-8220-4b30-a6fa-68f0af4fdffe,,{{omit}},470.7614;640.2533
Atlas_Ionia_Aion_Atlas_Atlantis_54,14,54,13,16,,,,False,Block,Normal,,,"required AnimatorBool(Closed, true, listener)@2;\nContinue()@3;",[],,,[],,,1fa699b9-ab1e-410b-8c2e-2f1ae8aeaf23,,{{omit}},471.8977;689.4269
Atlas_Ionia_Aion_Atlas_Atlantis_55,14,55,13,16,,,Deep breaths.,False,Block,Normal,,,,[],,,[],,,f6efa427-9352-4c81-902a-fd7bd69870bb,,{{omit}},470.7614;740.2533
Atlas_Ionia_Aion_Atlas_Atlantis_56,14,56,13,13,,,,False,Block,Normal,,,Continue()@3;,[],,,[],,,875324c1-98aa-427d-a841-ec876637c9e1,,{{omit}},467.4556;795.212
Atlas_Ionia_Aion_Atlas_Atlantis_57,14,57,13,16,,,Are you there?,False,Block,Normal,,,,[],,,[],,,aa8cb0af-118e-40d3-8f62-880951ba0b8f,,{{omit}},470.7614;840.2532
Pandora_Ionia_Aion_Atlas_Atlantis_58,14,58,16,16,,,[NC]I guess.,False,Block,Normal,,,,[],,,[],,,6c2bba17-3f88-4b3a-8736-fcdfa6fd8f9e,,{{omit}},470.7614;890.2529
Atlas_Ionia_Aion_Atlas_Atlantis_59,14,59,13,13,,,,False,Block,Normal,,,Continue()@3;,[],,,[],,,c2e01f5d-8249-462a-9c69-21da3af0fcae,,{{omit}},3664.118;881.7647
Atlas_Ionia_Aion_Atlas_Atlantis_60,14,60,13,13,,,Now think about a painful memory.,False,Block,Normal,,,,[],,,[],,,bed79f19-0d0d-4ef0-b209-fdb7ffb64c53,,{{omit}},470.7614;940.2529
Atlas_Ionia_Aion_Atlas_Atlantis_61,14,61,13,13,,,Are you angry with yourself?,False,Block,Normal,,,,[],,,[],,,43e8a9a5-1fa5-44dd-a37e-705b331e9094,,{{omit}},3664.118;931.7647
Atlas_Ionia_Aion_Atlas_Atlantis_66,14,66,13,13,,,,False,Block,Normal,,,"SendMessage(Close, , Subtitle Panel);\nContinue()@3;",[],,,[],,,af81c16e-4e6c-4d15-a8e9-cf0468174404,,{{omit}},3664.118;981.7646
Atlas_Ionia_Aion_Atlas_Atlantis_67,14,67,13,16,,,[NC]Can you embrace that person?,False,Block,Normal,,,,[],,,[],,,7407e16b-8586-44cc-ae29-52c4260ac358,,{{omit}},712.076;449.323
Atlas_Ionia_Aion_Atlas_Atlantis_68,14,68,13,16,,,At the risk of making that mistake again?,False,Block,Normal,,,,[],,,[],,,0aa1281d-f82d-49c5-a99f-8d6a5308dbf3,,{{omit}},712.076;499.323
Atlas_Ionia_Aion_Atlas_Atlantis_76,14,76,13,13,,,,False,Block,Normal,,,Continue()@4;,[],,,[],,,76c97491-df89-488b-b4f1-890aa9bf3f3f,,{{omit}},712.076;549.3228
Atlas_Ionia_Aion_Atlas_Atlantis_77,14,77,13,16,,,Open your eyes.,False,Block,Normal,,,,[],,,[],,,8268dd10-4d01-4165-827f-705991135182,,{{omit}},712.076;599.3228
Atlas_Ionia_Aion_Atlas_Atlantis_78,14,78,13,13,,,,False,Block,Normal,,,Continue()@2;,[],,,[],,,d984c90e-66f9-4af2-bd63-1a98e19d8401,,{{omit}},712.076;649.3228
Pandora_Ionia_Aion_Atlas_Atlantis_79,14,79,16,13,,,[SC]Wait.,False,Block,Normal,,,,[],,,[],,,d9207917-cce5-44a6-bb41-169fa5d30e90,,{{omit}},712.076;699.3228
Pandora_Ionia_Aion_Atlas_Atlantis_80,14,80,16,13,,,[S]That's it?,False,Block,Normal,,,"required AnimatorBool(Closed, false);",[],,,[],,,aab94e19-55d5-442b-8ba4-c62688c25a3e,,{{omit}},712.076;749.3224
Atlas_Ionia_Aion_Atlas_Atlantis_81,14,81,13,16,,,That's what?,False,Block,Normal,,,,[],,,[],,,d5a17097-5def-4f7c-81d3-79407d0144f6,,{{omit}},712.076;799.3223
Pandora_Ionia_Aion_Atlas_Atlantis_82,14,82,16,13,,,The thing!,False,Block,Normal,,,,[],,,[],,,e92a7f3a-8421-4d3c-ac31-7c117091ed51,,{{omit}},712.076;850.0569
Atlas_Ionia_Aion_Atlas_Atlantis_87,14,87,13,13,,,,False,Block,Normal,,,Continue()@1;,[],,,[],,,318968bd-7ebc-46b9-bb86-5fd572039413,,{{omit}},714.856;902.2629
Atlas_Ionia_Aion_Atlas_Atlantis_89,14,89,13,16,,,[NC]Part of it.,False,Block,Normal,,,,[],,,[],,,7bb33b7a-73b7-49ba-8dca-9a9801c8045e,,{{omit}},715.7524;951.5273
Pandora_Ionia_Aion_Atlas_Atlantis_90,14,90,16,13,,,What about the rest?,False,Block,Normal,,,,[],,,[],,,8a7ab937-87b0-4638-8a2e-2291b115912e,,{{omit}},961.2563;44.40359
Pandora_Ionia_Aion_Atlas_Atlantis_91,14,91,16,13,,,,False,Block,Normal,,,Continue()@2;,[],,,[],,,4ea7d2fb-c9fc-41d0-a985-6a87551bce4d,,{{omit}},961.2563;94.40359
Atlas_Ionia_Aion_Atlas_Atlantis_92,14,92,13,16,,,That's me saying no.,False,Block,Normal,,,,[],,,[],,,9c1855f6-a96d-45f0-8c8f-3e5151f04c6a,,{{omit}},957.1707;146.3281
Atlas_Ionia_Aion_Atlas_Atlantis_93,14,93,13,16,,,[NC]Over and over again.,False,Block,Normal,,,,[],,,[],,,849d9956-acea-4f64-9a0a-6337f39bd0de,,{{omit}},957.1707;191.7972
Atlas_Ionia_Aion_Atlas_Atlantis_94,14,94,13,13,,,,False,Block,Normal,,,Continue()@2;,[],,,[],,,c0541ae1-00e3-467a-8ec3-da539432f0aa,,{{omit}},957.1707;241.7972
Pandora_Ionia_Aion_Atlas_Atlantis_95,14,95,16,13,,,[R]Why?,False,Block,Normal,,,,[],,,[],,,775891f0-13da-4a2d-993e-71ae6e522ff6,,{{omit}},957.1707;291.7972
Atlas_Ionia_Aion_Atlas_Atlantis_96,14,96,13,16,,,[NC]Because I’d rather hate myself.,False,Block,Normal,,,,[],,,[],,,d50b77a3-3a62-4fd3-be5e-28a8141935fb,,{{omit}},957.1707;341.7972
Atlas_Ionia_Aion_Atlas_Atlantis_97,14,97,13,13,,,,False,Block,Normal,,,Continue()@2;,[],,,[],,,3a2beaea-def7-4c86-8642-7b03be62c7c8,,{{omit}},957.1707;441.7971
Pandora_Ionia_Aion_Atlas_Atlantis_98,14,98,16,13,,,[NPC]Áron.,False,Block,Normal,,,,[],,,[],,,0d649dd7-092a-45db-aff6-7997fda3fff6,,{{omit}},957.1707;491.7971
Pandora_Ionia_Aion_Atlas_Atlantis_100,14,100,16,13,,,[NP]How long has this been going on?,False,Block,Normal,,,,[],,,[],,,98253ff7-da59-4c21-82e3-780f95186d23,,{{omit}},957.1707;540.0347
Pandora_Ionia_Aion_Atlas_Atlantis_101,14,101,16,13,,,,False,Block,Normal,,,Continue()@1;,[],,,[],,,d8145cac-df1d-4310-87dc-ae5c3a4ac249,,{{omit}},957.1707;591.7971
Atlas_Ionia_Aion_Atlas_Atlantis_102,14,102,13,16,,,You remember when we met?,False,Block,Normal,,,,[],,,[],,,8cbc2126-1179-497b-ada1-8f1814f931ce,,{{omit}},957.1707;641.797
Pandora_Ionia_Aion_Atlas_Atlantis_104,14,104,16,13,,,[NC]Like I could forget.,False,Block,Normal,,,,[],,,[],,,121fd416-0350-470c-8bc6-d51c214b3ab7,,{{omit}},957.1707;690.9042
Atlas_Ionia_Aion_Atlas_Atlantis_105,14,105,13,16,,,[NC]Since then.,False,Block,Normal,,,,[],,,[],,,55978006-e609-4d02-9be1-b0c25c29dfdf,,{{omit}},957.1707;741.797
Atlas_Ionia_Aion_Atlas_Atlantis_106,14,106,13,16,,,And longer.,False,Block,Normal,,,,[],,,[],,,940031f6-60b8-4186-a262-c33cfc544349,,{{omit}},957.1707;791.7969
Atlas_Ionia_Aion_Atlas_Atlantis_107,14,107,13,13,,,,False,Block,Normal,,,Continue()@1;,[],,,[],,,e2cb050d-6286-4ea9-9160-83bf6330ceab,,{{omit}},957.1707;841.7966
Pandora_Ionia_Aion_Atlas_Atlantis_108,14,108,16,13,,,[RC]I'm sorry.,False,Block,Normal,,,,[],,,[],,,d6427580-6998-492d-9932-9cb29033d85b,,{{omit}},961.0181;889.8361
Atlas_Ionia_Aion_Atlas_Atlantis_109,14,109,13,16,,,[NPC]I didn’t mean it that way.,False,Block,Normal,,,,[],,,[],,,0de9d425-3e02-4462-a96a-50bb9997b09b,,{{omit}},957.1707;941.7969
Atlas_Ionia_Aion_Atlas_Atlantis_110,14,110,13,16,,,[NP]It’s not like you’re the cause.,False,Block,Normal,,,,[],,,[],,,d7314408-57a8-463c-8770-b950dba7228f,,{{omit}},957.1707;991.7966
Pandora_Ionia_Aion_Atlas_Atlantis_111,14,111,16,13,,,[SC]Doesn't matter.,False,Block,Normal,,,,[],,,[],,,3319663b-2c58-4c82-917f-7ee71d6a4c56,,{{omit}},957.1707;1041.796
Pandora_Ionia_Aion_Atlas_Atlantis_113,14,113,16,13,,,[S]I want to fix it either way!,False,Block,Normal,,,,[],,,[],,,0194fdce-cf85-4857-bafd-823e8242b618,,{{omit}},953.8267;1091.061
Atlas_Ionia_Aion_Atlas_Atlantis_114,14,114,13,16,,,[NC]I know.,False,Block,Normal,,,,[],,,[],,,54bb9cd3-4108-4058-909d-95849880eca4,,{{omit}},954.7116;1147.618
Atlas_Ionia_Aion_Atlas_Atlantis_120,14,120,13,13,,,I'm glad you understand.,False,Block,Normal,,,,[],,,[],,,a045daca-f78f-4946-bc34-5e1b29d80ca8,,{{omit}},1168.596;187.6483
Pandora_Ionia_Aion_Atlas_Atlantis_122,14,122,16,13,,,[NSC]I love you too.,False,Block,Normal,,,,[],,,[],,,7cba429e-5020-4cd8-a33d-64a4a099b92b,,{{omit}},1169.466;88.51785
Pandora_Ionia_Aion_Atlas_Atlantis_123,14,123,16,13,,,[NC]Yeah.,False,Block,Normal,,,,[],,,[],,,715b1234-9332-4d8a-adf0-333cd9aa6496,,{{omit}},1170.335;288.5179
Atlas_Ionia_Aion_Atlas_Atlantis_124,14,124,13,13,,,,False,Block,Normal,,,Continue()@1;,[],,,[],,,9ec86369-777b-487b-9f64-148b9103ca45,,{{omit}},1176;240
Pandora_Ionia_Aion_Atlas_Atlantis_125,14,125,16,13,,,[RPC]You love me because I want to put things right.,False,Block,Normal,,,,[],,,[],,,2a315a3f-a933-4cd5-b4a7-923e599d8e15,,{{omit}},1169.466;338.5179
Atlas_Ionia_Aion_Atlas_Atlantis_126,14,126,13,16,,,[NC]If that's how you want to put it.,False,Block,Normal,,,,[],,,[],,,c0ac559e-73b5-4531-a49f-03c08f2d76ad,,{{omit}},1169.466;438.5177
Pandora_Ionia_Aion_Atlas_Atlantis_129,14,129,16,13,,,[RP]And I love you because you won't let me.,False,Block,Normal,,,,[],,,[],,,bdad33c8-55e6-42f3-b09f-33e64258b764,,{{omit}},1169.466;388.518
Atlas_Ionia_Aion_Atlas_Atlantis_130,14,130,13,13,,,,False,Block,Normal,,,Continue()@3;,[],,,[],,,8c8b246f-135a-421e-933f-d26c307d558d,,{{omit}},1169.466;488.5177
Pandora_Ionia_Aion_Atlas_Atlantis_131,14,131,16,13,,,What about you?,False,Block,Normal,,,,[],,,[],,,d7993b0a-af16-4021-bf8e-f2d26a872e9e,,{{omit}},1169.466;538.5177
Pandora_Ionia_Aion_Atlas_Atlantis_132,14,132,16,13,,,,False,Block,Normal,,,Continue()@1;,[],,,[],,,50d87717-2637-45c1-8f1d-ab93408200d7,,{{omit}},1170.292;587.6483
Atlas_Ionia_Aion_Atlas_Atlantis_133,14,133,13,16,,,Shouldn't you be heading out?,False,Block,Normal,,,,[],,,[],,,802409fb-db20-49c0-8bb0-c2245a9ae0dc,,{{omit}},1169.466;638.5179
Pandora_Ionia_Aion_Atlas_Atlantis_134,14,134,16,13,,,[NW]What time's it even?,False,Block,Normal,,,,[],,,[],,,3fc71ed4-e6b0-42d0-a30f-7c8d2b8dbd6e,,{{omit}},1169.466;688.5181
Atlas_Ionia_Aion_Atlas_Atlantis_135,14,135,13,16,,,Half-past five.,False,Block,Normal,,,,[],,,[],,,10fce53c-026a-4193-92de-e2d33439c77a,,{{omit}},1169.466;738.5181
Pandora_Ionia_Aion_Atlas_Atlantis_136,14,136,16,13,,,[NE]Fuck!,False,Block,Normal,,,,[],,,[],,,aeae7da2-f849-4bf9-ad44-1b4b5b0e9b9a,,{{omit}},1168.73;788.5176
